2026-01-11 13:04:14 | INFO     | insights.quick_generator:generate:61 | === STARTING QUICK INSIGHTS GENERATION ===
2026-01-11 13:04:14 | INFO     | insights.quick_generator:generate:62 | Session: 4eab204ab6713db2
2026-01-11 13:04:14 | INFO     | insights.quick_generator:generate:63 | Data shape: 307,645 rows x 9 columns
2026-01-11 13:04:14 | INFO     | insights.quick_generator:generate:67 | Max insights to return: 30
2026-01-11 13:04:14 | INFO     | insights.quick_generator:generate:70 | STEP 1: Understanding data structure...
2026-01-11 13:04:14 | INFO     | core.data_understanding:understand:226 | === DATA UNDERSTANDING STARTED ===
2026-01-11 13:04:14 | INFO     | core.data_understanding:understand:231 | Analyzing 307,645 rows x 9 columns
2026-01-11 13:04:14 | DEBUG    | core.data_understanding:understand:234 | Identifying time columns...
2026-01-11 13:04:14 | DEBUG    | core.data_understanding:understand:236 | Time columns: []
2026-01-11 13:04:14 | DEBUG    | core.data_understanding:understand:238 | Identifying grouping columns...
2026-01-11 13:04:14 | DEBUG    | core.data_understanding:understand:240 | Grouping columns: ['ITEM TYPE', 'YEAR', 'MONTH']
2026-01-11 13:04:14 | DEBUG    | core.data_understanding:understand:242 | Identifying ID columns...
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:61 | === STARTING QUICK INSIGHTS GENERATION ===
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:62 | Session: e489591b6c49a27f
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:63 | Data shape: 5,000 rows x 14 columns
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:67 | Max insights to return: 30
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:70 | STEP 1: Understanding data structure...
2026-01-11 13:09:01 | INFO     | core.data_understanding:understand:226 | === DATA UNDERSTANDING STARTED ===
2026-01-11 13:09:01 | INFO     | core.data_understanding:understand:231 | Analyzing 5,000 rows x 14 columns
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:234 | Identifying time columns...
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:236 | Time columns: ['Order Date', 'Ship Date']
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:238 | Identifying grouping columns...
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:240 | Grouping columns: ['Sales Channel', 'Region', 'Order Priority', 'Item Type', 'Unit Price', 'Unit Cost', 'Country']
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:242 | Identifying ID columns...
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:244 | ID columns: ['Order ID', 'Total Revenue', 'Total Cost', 'Total Profit']
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:246 | Identifying measure columns...
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:248 | Measure columns: ['Units Sold', 'Unit Price', 'Unit Cost']
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:251 | Determining dataset type...
2026-01-11 13:09:01 | INFO     | core.data_understanding:understand:276 | Inferring semantic understanding...
2026-01-11 13:09:01 | SUCCESS  | core.data_understanding:understand:278 | Business domain: sales
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:283 | Data story: This is a sales dataset with 5,000 records tracking Units Sold, Unit Price, Unit...
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:288 | Generated 5 key questions
2026-01-11 13:09:01 | DEBUG    | core.data_understanding:understand:293 | Identified 6 story columns
2026-01-11 13:09:01 | SUCCESS  | core.data_understanding:understand:295 | === DATA UNDERSTANDING COMPLETE: hierarchical ===
2026-01-11 13:09:01 | SUCCESS  | insights.quick_generator:generate:72 | Data type: hierarchical
2026-01-11 13:09:01 | SUCCESS  | insights.quick_generator:generate:73 | Business domain: sales
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:80 | Measures: ['Units Sold', 'Unit Price', 'Unit Cost']
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:81 | Dimensions: ['Sales Channel', 'Region', 'Order Priority', 'Item Type', 'Unit Price', 'Unit Cost', 'Country']
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:82 | Time columns: ['Order Date', 'Ship Date']
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:90 | Applicable analyses: ['outlier_detection', 'group_comparison', 'key_influencers', 'correlation_analysis', 'distribution_analysis']
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:156 | STEP 3: Running 5 parallel analysis tasks...
2026-01-11 13:09:01 | SUCCESS  | insights.quick_generator:generate:163 | Traditional analysis generated 4 insights
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:169 | STEP 4: Ranking and diversifying insights...
2026-01-11 13:09:01 | SUCCESS  | insights.quick_generator:generate:173 | Top 5 traditional insights selected
2026-01-11 13:09:01 | INFO     | insights.quick_generator:generate:176 | STEP 5: Generating Power BI style insights...
2026-01-11 13:13:36 | INFO     | insights.quick_generator:generate:68 | === STARTING QUICK INSIGHTS GENERATION ===
2026-01-11 13:13:36 | INFO     | insights.quick_generator:generate:69 | Session: e7d292542b8b28a2
2026-01-11 13:13:36 | INFO     | insights.quick_generator:generate:70 | Data shape: 5,000 rows x 14 columns
2026-01-11 13:13:36 | INFO     | insights.quick_generator:generate:74 | Max insights to return: 20
2026-01-11 13:13:36 | INFO     | insights.quick_generator:generate:77 | STEP 1: Understanding data structure...
2026-01-11 13:13:36 | INFO     | core.data_understanding:understand:226 | === DATA UNDERSTANDING STARTED ===
2026-01-11 13:13:36 | INFO     | core.data_understanding:understand:231 | Analyzing 5,000 rows x 14 columns
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:234 | Identifying time columns...
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:236 | Time columns: ['Order Date', 'Ship Date']
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:238 | Identifying grouping columns...
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:240 | Grouping columns: ['Sales Channel', 'Region', 'Order Priority', 'Item Type', 'Unit Price', 'Unit Cost', 'Country']
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:242 | Identifying ID columns...
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:244 | ID columns: ['Order ID', 'Total Revenue', 'Total Cost', 'Total Profit']
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:246 | Identifying measure columns...
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:248 | Measure columns: ['Units Sold', 'Unit Price', 'Unit Cost']
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:251 | Determining dataset type...
2026-01-11 13:13:36 | INFO     | core.data_understanding:understand:276 | Inferring semantic understanding...
2026-01-11 13:13:36 | SUCCESS  | core.data_understanding:understand:278 | Business domain: sales
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:283 | Data story: This is a sales dataset with 5,000 records tracking Units Sold, Unit Price, Unit...
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:288 | Generated 5 key questions
2026-01-11 13:13:36 | DEBUG    | core.data_understanding:understand:293 | Identified 6 story columns
2026-01-11 13:13:36 | SUCCESS  | core.data_understanding:understand:295 | === DATA UNDERSTANDING COMPLETE: hierarchical ===
2026-01-11 13:13:36 | SUCCESS  | insights.quick_generator:generate:79 | Data type: hierarchical
2026-01-11 13:13:36 | SUCCESS  | insights.quick_generator:generate:80 | Business domain: sales
